Run_Nr;TimeStamp;Multiplication_Variant;Timestamp
0;05-04-2019 01-13-30;VARIANT_B;5135267324
1;05-04-2019 01-13-35;VARIANT_B;4821778344
2;05-04-2019 01-13-39;VARIANT_B;3856845745
3;05-04-2019 01-13-43;VARIANT_B;3943102090
4;05-04-2019 01-13-47;VARIANT_B;3834950249
5;05-04-2019 01-13-51;VARIANT_B;3937956832
6;05-04-2019 01-13-55;VARIANT_B;3995940262
7;05-04-2019 01-14-00;VARIANT_B;4154246559
8;05-04-2019 01-14-04;VARIANT_B;4094323810
9;05-04-2019 01-14-08;VARIANT_B;4331446034
10;05-04-2019 01-14-12;VARIANT_B;3841005977
11;05-04-2019 01-14-16;VARIANT_B;4048852691
12;05-04-2019 01-14-20;VARIANT_B;3756531168
13;05-04-2019 01-14-24;VARIANT_B;3799555931
14;05-04-2019 01-14-28;VARIANT_B;3740420457
15;05-04-2019 01-14-32;VARIANT_B;3835001014
16;05-04-2019 01-14-36;VARIANT_B;3857080979
17;05-04-2019 01-14-40;VARIANT_B;3804371922
18;05-04-2019 01-14-43;VARIANT_B;3778974132
19;05-04-2019 01-14-47;VARIANT_B;3731798750
20;05-04-2019 01-14-51;VARIANT_B;3951610414
21;05-04-2019 01-14-55;VARIANT_B;3553150446
22;05-04-2019 01-14-59;VARIANT_B;3898476106
23;05-04-2019 01-15-02;VARIANT_B;3383665144
24;05-04-2019 01-15-06;VARIANT_B;3473048913
25;05-04-2019 01-15-10;VARIANT_B;3721510467
26;05-04-2019 01-15-14;VARIANT_B;3674524137
27;05-04-2019 01-15-17;VARIANT_B;3738027725
