Run_Nr;TimeStamp;Multiplication_Variant;Timestamp
0;08-04-2019 00-55-17;VARIANT_B;25831310330
1;08-04-2019 00-55-44;VARIANT_B;26834847191
2;08-04-2019 00-56-11;VARIANT_B;26276192832
3;08-04-2019 00-56-37;VARIANT_B;26257981449
4;08-04-2019 00-57-07;VARIANT_B;29477596171
5;08-04-2019 00-57-35;VARIANT_B;27952222520
6;08-04-2019 00-58-01;VARIANT_B;26217452118
7;08-04-2019 00-58-28;VARIANT_B;26357326486
8;08-04-2019 00-58-54;VARIANT_B;26290123297
9;08-04-2019 00-59-21;VARIANT_B;26881940770
10;08-04-2019 00-59-48;VARIANT_B;26925216331
11;08-04-2019 01-00-15;VARIANT_B;26683874580
12;08-04-2019 01-00-41;VARIANT_B;26276333941
13;08-04-2019 01-01-07;VARIANT_B;26168523417
14;08-04-2019 01-01-34;VARIANT_B;26261315314
15;08-04-2019 01-02-00;VARIANT_B;26355062207
16;08-04-2019 01-02-29;VARIANT_B;28698173640
17;08-04-2019 01-02-56;VARIANT_B;26540905613
18;08-04-2019 01-03-22;VARIANT_B;26261378194
19;08-04-2019 01-03-48;VARIANT_B;26297609474
20;08-04-2019 01-04-15;VARIANT_B;26215961734
21;08-04-2019 01-04-42;VARIANT_B;27492117709
22;08-04-2019 01-05-10;VARIANT_B;27743897915
23;08-04-2019 01-05-37;VARIANT_B;26207690050
24;08-04-2019 01-06-03;VARIANT_B;26147276190
25;08-04-2019 01-06-29;VARIANT_B;26183769456
26;08-04-2019 01-06-55;VARIANT_B;26179009350
27;08-04-2019 01-07-22;VARIANT_B;26155062879
28;08-04-2019 01-07-48;VARIANT_B;26112928543
29;08-04-2019 01-08-14;VARIANT_B;26128757263
30;08-04-2019 01-08-40;VARIANT_B;26199008037
31;08-04-2019 01-09-07;VARIANT_B;26170053992
32;08-04-2019 01-09-33;VARIANT_B;26130131696
33;08-04-2019 01-09-59;VARIANT_B;26145969726
34;08-04-2019 01-10-25;VARIANT_B;26168023956
35;08-04-2019 01-10-52;VARIANT_B;26138080859
36;08-04-2019 01-11-18;VARIANT_B;26132746553
37;08-04-2019 01-11-44;VARIANT_B;26138944312
38;08-04-2019 01-12-10;VARIANT_B;26147018013
39;08-04-2019 01-12-37;VARIANT_B;26158308271
40;08-04-2019 01-13-03;VARIANT_B;26187777215
41;08-04-2019 01-13-29;VARIANT_B;26162328217
42;08-04-2019 01-13-55;VARIANT_B;26109790396
43;08-04-2019 01-14-22;VARIANT_B;26150301706
44;08-04-2019 01-14-48;VARIANT_B;26129542180
45;08-04-2019 01-15-14;VARIANT_B;26117302504
46;08-04-2019 01-15-40;VARIANT_B;26119615611
47;08-04-2019 01-16-07;VARIANT_B;26183417976
48;08-04-2019 01-16-33;VARIANT_B;26096125874
49;08-04-2019 01-16-59;VARIANT_B;26106247866
50;08-04-2019 01-17-25;VARIANT_B;26152527879
51;08-04-2019 01-17-51;VARIANT_B;26149753144
52;08-04-2019 01-18-18;VARIANT_B;26122028640
53;08-04-2019 01-18-44;VARIANT_B;26190390143
54;08-04-2019 01-19-10;VARIANT_B;26123912245
55;08-04-2019 01-19-36;VARIANT_B;26116750951
56;08-04-2019 01-20-03;VARIANT_B;26128573166
57;08-04-2019 01-20-29;VARIANT_B;26289144928
58;08-04-2019 01-20-55;VARIANT_B;26121556415
59;08-04-2019 01-21-21;VARIANT_B;26130988128
60;08-04-2019 01-21-48;VARIANT_B;26119491301
61;08-04-2019 01-22-14;VARIANT_B;26130090673
62;08-04-2019 01-22-40;VARIANT_B;26139180159
63;08-04-2019 01-23-06;VARIANT_B;26258125345
64;08-04-2019 01-23-33;VARIANT_B;26138662882
65;08-04-2019 01-23-59;VARIANT_B;26403608250
66;08-04-2019 01-24-25;VARIANT_B;26121658481
67;08-04-2019 01-24-52;VARIANT_B;26114730339
68;08-04-2019 01-25-18;VARIANT_B;26154805596
69;08-04-2019 01-25-44;VARIANT_B;26201987511
70;08-04-2019 01-26-10;VARIANT_B;26160762486
71;08-04-2019 01-26-37;VARIANT_B;26122324671
72;08-04-2019 01-27-03;VARIANT_B;26122957207
73;08-04-2019 01-27-29;VARIANT_B;26129797470
74;08-04-2019 01-27-55;VARIANT_B;26103204475
75;08-04-2019 01-28-22;VARIANT_B;26139384504
