Run_Nr;TimeStamp;Multiplication_Variant;Timestamp
0;08-04-2019 16-21-42;VARIANT_B;25938349215
1;08-04-2019 16-22-10;VARIANT_B;27155189210
2;08-04-2019 16-22-36;VARIANT_B;26479056821
3;08-04-2019 16-23-03;VARIANT_B;26453392421
4;08-04-2019 16-23-31;VARIANT_B;28394482459
5;08-04-2019 16-24-00;VARIANT_B;28871976481
6;08-04-2019 16-24-28;VARIANT_B;27245928968
7;08-04-2019 16-24-55;VARIANT_B;26649873458
8;08-04-2019 16-25-21;VARIANT_B;26808455687
9;08-04-2019 16-25-48;VARIANT_B;26731270738
10;08-04-2019 16-26-18;VARIANT_B;29756975615
11;08-04-2019 16-26-45;VARIANT_B;26923430203
12;08-04-2019 16-27-12;VARIANT_B;26718974668
13;08-04-2019 16-27-39;VARIANT_B;26626586725
14;08-04-2019 16-28-10;VARIANT_B;30790709620
15;08-04-2019 16-28-37;VARIANT_B;26736200480
16;08-04-2019 16-29-07;VARIANT_B;30211460938
17;08-04-2019 16-29-35;VARIANT_B;27846320134
18;08-04-2019 16-30-05;VARIANT_B;30515851775
19;08-04-2019 16-30-36;VARIANT_B;30740991829
20;08-04-2019 16-31-05;VARIANT_B;28584337519
21;08-04-2019 16-31-35;VARIANT_B;29634129100
22;08-04-2019 16-32-02;VARIANT_B;26883256927
23;08-04-2019 16-32-28;VARIANT_B;26528261397
24;08-04-2019 16-32-55;VARIANT_B;26463982892
25;08-04-2019 16-33-21;VARIANT_B;26376339861
26;08-04-2019 16-33-52;VARIANT_B;30779523713
27;08-04-2019 16-34-19;VARIANT_B;26470690354
28;08-04-2019 16-34-48;VARIANT_B;28674845072
29;08-04-2019 16-35-14;VARIANT_B;26458818153
30;08-04-2019 16-35-41;VARIANT_B;26470839850
31;08-04-2019 16-36-09;VARIANT_B;28409578082
32;08-04-2019 16-36-36;VARIANT_B;26374104141
33;08-04-2019 16-37-02;VARIANT_B;26469763192
34;08-04-2019 16-37-29;VARIANT_B;26454381688
35;08-04-2019 16-37-55;VARIANT_B;26377662278
36;08-04-2019 16-38-22;VARIANT_B;26386706650
37;08-04-2019 16-38-48;VARIANT_B;26476457097
38;08-04-2019 16-39-15;VARIANT_B;26403005798
39;08-04-2019 16-39-42;VARIANT_B;26465918765
40;08-04-2019 16-40-08;VARIANT_B;26404074532
41;08-04-2019 16-40-35;VARIANT_B;26413546744
42;08-04-2019 16-41-01;VARIANT_B;26419376879
43;08-04-2019 16-41-32;VARIANT_B;30836362071
44;08-04-2019 16-42-01;VARIANT_B;29277712408
45;08-04-2019 16-42-28;VARIANT_B;26402589888
46;08-04-2019 16-42-54;VARIANT_B;26413633032
47;08-04-2019 16-43-21;VARIANT_B;26387789326
48;08-04-2019 16-43-47;VARIANT_B;26369491356
49;08-04-2019 16-44-14;VARIANT_B;26450874753
50;08-04-2019 16-44-41;VARIANT_B;26486297952
51;08-04-2019 16-45-07;VARIANT_B;26367343182
52;08-04-2019 16-45-33;VARIANT_B;26373867587
53;08-04-2019 16-46-00;VARIANT_B;26404190724
54;08-04-2019 16-46-26;VARIANT_B;26418783639
55;08-04-2019 16-46-53;VARIANT_B;26371869835
56;08-04-2019 16-47-19;VARIANT_B;26423400354
57;08-04-2019 16-47-46;VARIANT_B;26407907605
58;08-04-2019 16-48-12;VARIANT_B;26395194222
59;08-04-2019 16-48-39;VARIANT_B;26373823154
60;08-04-2019 16-49-07;VARIANT_B;28267746884
61;08-04-2019 16-49-34;VARIANT_B;26363134627
62;08-04-2019 16-50-00;VARIANT_B;26587620337
63;08-04-2019 16-50-27;VARIANT_B;26334757379
64;08-04-2019 16-50-53;VARIANT_B;26352090794
65;08-04-2019 16-51-20;VARIANT_B;26363765670
66;08-04-2019 16-51-46;VARIANT_B;26333821191
67;08-04-2019 16-52-17;VARIANT_B;30776070123
68;08-04-2019 16-52-44;VARIANT_B;26395005753
69;08-04-2019 16-53-10;VARIANT_B;26365543017
70;08-04-2019 16-53-37;VARIANT_B;26488144699
71;08-04-2019 16-54-03;VARIANT_B;26453376479
72;08-04-2019 16-54-30;VARIANT_B;26390721180
73;08-04-2019 16-54-56;VARIANT_B;26447430301
74;08-04-2019 16-55-23;VARIANT_B;26462301300
75;08-04-2019 16-55-49;VARIANT_B;26385347010
76;08-04-2019 16-56-16;VARIANT_B;26359154751
77;08-04-2019 16-56-42;VARIANT_B;26411142694
78;08-04-2019 16-57-09;VARIANT_B;26372283360
79;08-04-2019 16-57-35;VARIANT_B;26380619962
80;08-04-2019 16-58-02;VARIANT_B;26372520692
81;08-04-2019 16-58-28;VARIANT_B;26432839337
82;08-04-2019 16-58-55;VARIANT_B;26389927610
83;08-04-2019 16-59-21;VARIANT_B;26368131131
84;08-04-2019 16-59-48;VARIANT_B;26367322001
85;08-04-2019 17-00-14;VARIANT_B;26411540270
86;08-04-2019 17-00-41;VARIANT_B;26393858834
87;08-04-2019 17-01-07;VARIANT_B;26390364936
88;08-04-2019 17-01-34;VARIANT_B;26384755217
89;08-04-2019 17-02-00;VARIANT_B;26388976830
90;08-04-2019 17-02-27;VARIANT_B;26374927214
91;08-04-2019 17-02-53;VARIANT_B;26474445648
92;08-04-2019 17-03-20;VARIANT_B;26429624583
93;08-04-2019 17-03-46;VARIANT_B;26394091399
94;08-04-2019 17-04-13;VARIANT_B;26360176696
95;08-04-2019 17-04-40;VARIANT_B;26945916668
96;08-04-2019 17-05-08;VARIANT_B;28207514868
97;08-04-2019 17-05-35;VARIANT_B;26384266802
98;08-04-2019 17-06-01;VARIANT_B;26398531108
99;08-04-2019 17-06-27;VARIANT_B;26345995520
100;08-04-2019 17-06-54;VARIANT_B;26373732795
101;08-04-2019 17-07-20;VARIANT_B;26446724806
102;08-04-2019 17-07-47;VARIANT_B;26518264141
103;08-04-2019 17-08-14;VARIANT_B;26432434857
104;08-04-2019 17-08-40;VARIANT_B;26377312762
105;08-04-2019 17-09-07;VARIANT_B;26361172369
106;08-04-2019 17-09-33;VARIANT_B;26352114107
107;08-04-2019 17-10-00;VARIANT_B;26437552367
108;08-04-2019 17-10-26;VARIANT_B;26396787550
109;08-04-2019 17-10-53;VARIANT_B;26358835195
110;08-04-2019 17-11-19;VARIANT_B;26356667313
111;08-04-2019 17-11-45;VARIANT_B;26388920292
112;08-04-2019 17-12-12;VARIANT_B;26393350455
113;08-04-2019 17-12-38;VARIANT_B;26362229364
114;08-04-2019 17-13-05;VARIANT_B;26367841557
115;08-04-2019 17-13-31;VARIANT_B;26347517738
116;08-04-2019 17-13-58;VARIANT_B;26359096341
117;08-04-2019 17-14-24;VARIANT_B;26415807510
118;08-04-2019 17-14-51;VARIANT_B;26414112431
119;08-04-2019 17-15-17;VARIANT_B;26382543215
120;08-04-2019 17-15-44;VARIANT_B;26356777548
121;08-04-2019 17-16-10;VARIANT_B;26360739526
122;08-04-2019 17-16-41;VARIANT_B;30817644207
123;08-04-2019 17-17-08;VARIANT_B;26393832197
124;08-04-2019 17-17-34;VARIANT_B;26467960508
125;08-04-2019 17-18-01;VARIANT_B;26681180334
126;08-04-2019 17-18-28;VARIANT_B;26437968597
127;08-04-2019 17-18-54;VARIANT_B;26322907513
128;08-04-2019 17-19-21;VARIANT_B;26397606712
129;08-04-2019 17-19-47;VARIANT_B;26374827229
130;08-04-2019 17-20-13;VARIANT_B;26341436873
131;08-04-2019 17-20-40;VARIANT_B;26407526334
132;08-04-2019 17-21-06;VARIANT_B;26325865720
133;08-04-2019 17-21-37;VARIANT_B;30860580092
134;08-04-2019 17-22-04;VARIANT_B;26545224281
135;08-04-2019 17-22-31;VARIANT_B;26442286452
136;08-04-2019 17-22-57;VARIANT_B;26408415045
137;08-04-2019 17-23-24;VARIANT_B;26424547159
138;08-04-2019 17-23-50;VARIANT_B;26417427756
139;08-04-2019 17-24-17;VARIANT_B;26338996166
140;08-04-2019 17-24-43;VARIANT_B;26402852909
141;08-04-2019 17-25-10;VARIANT_B;26326543801
142;08-04-2019 17-25-36;VARIANT_B;26348021064
143;08-04-2019 17-26-03;VARIANT_B;26376580086
144;08-04-2019 17-26-29;VARIANT_B;26355337480
145;08-04-2019 17-26-55;VARIANT_B;26352102025
146;08-04-2019 17-27-22;VARIANT_B;26357946404
147;08-04-2019 17-27-49;VARIANT_B;26484751494
148;08-04-2019 17-28-15;VARIANT_B;26351483121
149;08-04-2019 17-28-41;VARIANT_B;26378379417
150;08-04-2019 17-29-08;VARIANT_B;26374513119
151;08-04-2019 17-29-34;VARIANT_B;26316024858
152;08-04-2019 17-30-01;VARIANT_B;26450310990
153;08-04-2019 17-30-27;VARIANT_B;26301677657
154;08-04-2019 17-30-54;VARIANT_B;26302905716
155;08-04-2019 17-31-20;VARIANT_B;26403320800
156;08-04-2019 17-31-47;VARIANT_B;26516531553
157;08-04-2019 17-32-13;VARIANT_B;26303806908
158;08-04-2019 17-32-40;VARIANT_B;26320220255
159;08-04-2019 17-33-06;VARIANT_B;26348743050
160;08-04-2019 17-33-33;VARIANT_B;26304976808
161;08-04-2019 17-34-02;VARIANT_B;29749523668
162;08-04-2019 17-34-29;VARIANT_B;26325635133
163;08-04-2019 17-34-58;VARIANT_B;28888287481
164;08-04-2019 17-35-24;VARIANT_B;26346850925
165;08-04-2019 17-35-51;VARIANT_B;26619209825
166;08-04-2019 17-36-18;VARIANT_B;26450830434
167;08-04-2019 17-36-44;VARIANT_B;26422177461
168;08-04-2019 17-37-11;VARIANT_B;26427380163
169;08-04-2019 17-37-37;VARIANT_B;26333067293
170;08-04-2019 17-38-04;VARIANT_B;26389692102
171;08-04-2019 17-38-30;VARIANT_B;26388444608
172;08-04-2019 17-38-57;VARIANT_B;26334526621
173;08-04-2019 17-39-23;VARIANT_B;26411853747
174;08-04-2019 17-39-50;VARIANT_B;26336299101
175;08-04-2019 17-40-16;VARIANT_B;26384336074
176;08-04-2019 17-40-42;VARIANT_B;26325394293
177;08-04-2019 17-41-09;VARIANT_B;26362858194
178;08-04-2019 17-41-35;VARIANT_B;26335422202
179;08-04-2019 17-42-02;VARIANT_B;26450205339
180;08-04-2019 17-42-28;VARIANT_B;26289194874
181;08-04-2019 17-42-55;VARIANT_B;26289437965
182;08-04-2019 17-43-21;VARIANT_B;26304353616
183;08-04-2019 17-43-48;VARIANT_B;26365673022
184;08-04-2019 17-44-14;VARIANT_B;26340865214
185;08-04-2019 17-44-41;VARIANT_B;26311009801
186;08-04-2019 17-45-07;VARIANT_B;26291261616
187;08-04-2019 17-45-33;VARIANT_B;26326214935
188;08-04-2019 17-46-00;VARIANT_B;26304222433
189;08-04-2019 17-46-26;VARIANT_B;26291577507
190;08-04-2019 17-46-53;VARIANT_B;26282492873
191;08-04-2019 17-47-19;VARIANT_B;26306688729
192;08-04-2019 17-47-45;VARIANT_B;26374660246
193;08-04-2019 17-48-12;VARIANT_B;26431994516
194;08-04-2019 17-48-38;VARIANT_B;26308064665
195;08-04-2019 17-49-05;VARIANT_B;26289837332
196;08-04-2019 17-49-31;VARIANT_B;26321965158
197;08-04-2019 17-49-58;VARIANT_B;26374671920
198;08-04-2019 17-50-24;VARIANT_B;26296603598
199;08-04-2019 17-50-50;VARIANT_B;26306929713
200;08-04-2019 17-51-17;VARIANT_B;26375511711
201;08-04-2019 17-51-43;VARIANT_B;26326515059
202;08-04-2019 17-52-10;VARIANT_B;26381949471
203;08-04-2019 17-52-36;VARIANT_B;26300696102
204;08-04-2019 17-53-03;VARIANT_B;26331940683
205;08-04-2019 17-53-29;VARIANT_B;26320443791
206;08-04-2019 17-53-56;VARIANT_B;26493195743
207;08-04-2019 17-54-22;VARIANT_B;26289742769
208;08-04-2019 17-54-49;VARIANT_B;26288797214
209;08-04-2019 17-55-15;VARIANT_B;26363709568
210;08-04-2019 17-55-43;VARIANT_B;27906663735
211;08-04-2019 17-56-10;VARIANT_B;26347611946
212;08-04-2019 17-56-36;VARIANT_B;26409795934
213;08-04-2019 17-57-03;VARIANT_B;26387444898
214;08-04-2019 17-57-29;VARIANT_B;26378423442
215;08-04-2019 17-57-56;VARIANT_B;26342237828
216;08-04-2019 17-58-22;VARIANT_B;26436221335
217;08-04-2019 17-58-49;VARIANT_B;26323870513
218;08-04-2019 17-59-15;VARIANT_B;26373851275
219;08-04-2019 17-59-41;VARIANT_B;26353939303
220;08-04-2019 18-00-08;VARIANT_B;26488810684
221;08-04-2019 18-00-34;VARIANT_B;26329732459
222;08-04-2019 18-01-01;VARIANT_B;26748857751
223;08-04-2019 18-01-28;VARIANT_B;26352739671
224;08-04-2019 18-01-54;VARIANT_B;26379501271
225;08-04-2019 18-02-21;VARIANT_B;26447853575
226;08-04-2019 18-02-47;VARIANT_B;26336960466
227;08-04-2019 18-03-14;VARIANT_B;26405874548
228;08-04-2019 18-03-40;VARIANT_B;26362292412
229;08-04-2019 18-04-07;VARIANT_B;26322582005
230;08-04-2019 18-04-33;VARIANT_B;26314734908
231;08-04-2019 18-05-02;VARIANT_B;28776190735
232;08-04-2019 18-05-29;VARIANT_B;26405725808
233;08-04-2019 18-05-57;VARIANT_B;27988778191
234;08-04-2019 18-06-23;VARIANT_B;26293073234
235;08-04-2019 18-06-49;VARIANT_B;26292902185
236;08-04-2019 18-07-16;VARIANT_B;26297202293
237;08-04-2019 18-07-42;VARIANT_B;26364035626
238;08-04-2019 18-08-09;VARIANT_B;26318881396
239;08-04-2019 18-08-37;VARIANT_B;28150116564
240;08-04-2019 18-09-04;VARIANT_B;26440938291
241;08-04-2019 18-09-30;VARIANT_B;26334712534
242;08-04-2019 18-09-57;VARIANT_B;26427950101
243;08-04-2019 18-10-23;VARIANT_B;26324041201
244;08-04-2019 18-10-49;VARIANT_B;26409850467
245;08-04-2019 18-11-16;VARIANT_B;26379796826
246;08-04-2019 18-11-42;VARIANT_B;26335879882
247;08-04-2019 18-12-10;VARIANT_B;27304388579
248;08-04-2019 18-12-36;VARIANT_B;26339373884
249;08-04-2019 18-13-03;VARIANT_B;26430030367
250;08-04-2019 18-13-29;VARIANT_B;26357159644
251;08-04-2019 18-13-56;VARIANT_B;26423658640
252;08-04-2019 18-14-22;VARIANT_B;26362826617
253;08-04-2019 18-14-49;VARIANT_B;26325514142
254;08-04-2019 18-15-16;VARIANT_B;27293547540
255;08-04-2019 18-15-43;VARIANT_B;26427381363
256;08-04-2019 18-16-09;VARIANT_B;26315298153
257;08-04-2019 18-16-36;VARIANT_B;26432270931
258;08-04-2019 18-17-02;VARIANT_B;26317523590
259;08-04-2019 18-17-29;VARIANT_B;26328877792
260;08-04-2019 18-17-55;VARIANT_B;26404847006
261;08-04-2019 18-18-21;VARIANT_B;26305551523
262;08-04-2019 18-18-48;VARIANT_B;26375860862
263;08-04-2019 18-19-14;VARIANT_B;26320916433
264;08-04-2019 18-19-41;VARIANT_B;26393488351
265;08-04-2019 18-20-07;VARIANT_B;26309567827
266;08-04-2019 18-20-34;VARIANT_B;26319804343
267;08-04-2019 18-21-00;VARIANT_B;26371392207
268;08-04-2019 18-21-27;VARIANT_B;26320306419
269;08-04-2019 18-21-53;VARIANT_B;26303318891
270;08-04-2019 18-22-19;VARIANT_B;26326523233
271;08-04-2019 18-22-46;VARIANT_B;26399390042
272;08-04-2019 18-23-12;VARIANT_B;26353771686
273;08-04-2019 18-23-39;VARIANT_B;26330213676
274;08-04-2019 18-24-05;VARIANT_B;26323292276
275;08-04-2019 18-24-32;VARIANT_B;26354822053
276;08-04-2019 18-24-58;VARIANT_B;26300751038
277;08-04-2019 18-25-24;VARIANT_B;26333082062
278;08-04-2019 18-25-51;VARIANT_B;26320952319
279;08-04-2019 18-26-17;VARIANT_B;26319683806
280;08-04-2019 18-26-44;VARIANT_B;26389573252
281;08-04-2019 18-27-10;VARIANT_B;26356728620
282;08-04-2019 18-27-37;VARIANT_B;26312125458
283;08-04-2019 18-28-03;VARIANT_B;26305574559
284;08-04-2019 18-28-30;VARIANT_B;26341141811
285;08-04-2019 18-28-56;VARIANT_B;26294220719
286;08-04-2019 18-29-22;VARIANT_B;26292338078
287;08-04-2019 18-29-49;VARIANT_B;26319015905
288;08-04-2019 18-30-15;VARIANT_B;26342261240
289;08-04-2019 18-30-42;VARIANT_B;26307181428
290;08-04-2019 18-31-08;VARIANT_B;26268630921
291;08-04-2019 18-31-39;VARIANT_B;30860658139
292;08-04-2019 18-32-08;VARIANT_B;28845754830
293;08-04-2019 18-32-34;VARIANT_B;26341381506
294;08-04-2019 18-33-01;VARIANT_B;26411256448
295;08-04-2019 18-33-27;VARIANT_B;26391625202
296;08-04-2019 18-33-54;VARIANT_B;26389569872
297;08-04-2019 18-34-20;VARIANT_B;26367864904
298;08-04-2019 18-34-49;VARIANT_B;28703298850
299;08-04-2019 18-35-16;VARIANT_B;26436447292
300;08-04-2019 18-35-42;VARIANT_B;26321234793
301;08-04-2019 18-36-09;VARIANT_B;27022244090
302;08-04-2019 18-36-36;VARIANT_B;26405288886
303;08-04-2019 18-37-02;VARIANT_B;26423337373
304;08-04-2019 18-37-29;VARIANT_B;26336239521
305;08-04-2019 18-37-55;VARIANT_B;26450331467
306;08-04-2019 18-38-22;VARIANT_B;26331338012
307;08-04-2019 18-38-48;VARIANT_B;26409287137
308;08-04-2019 18-39-15;VARIANT_B;26333401408
309;08-04-2019 18-39-41;VARIANT_B;26419467060
310;08-04-2019 18-40-08;VARIANT_B;26440383367
311;08-04-2019 18-40-34;VARIANT_B;26407940285
312;08-04-2019 18-41-01;VARIANT_B;26333410733
313;08-04-2019 18-41-30;VARIANT_B;29327658556
314;08-04-2019 18-41-57;VARIANT_B;26361249449
315;08-04-2019 18-42-23;VARIANT_B;26398120943
316;08-04-2019 18-42-50;VARIANT_B;26329815950
317;08-04-2019 18-43-17;VARIANT_B;26996740901
318;08-04-2019 18-43-43;VARIANT_B;26302771906
319;08-04-2019 18-44-10;VARIANT_B;26427450537
320;08-04-2019 18-44-36;VARIANT_B;26315828921
321;08-04-2019 18-45-03;VARIANT_B;26428884657
322;08-04-2019 18-45-29;VARIANT_B;26317548042
323;08-04-2019 18-45-56;VARIANT_B;27060572011
324;08-04-2019 18-46-23;VARIANT_B;26439311770
325;08-04-2019 18-46-49;VARIANT_B;26335146857
326;08-04-2019 18-47-16;VARIANT_B;26422680067
327;08-04-2019 18-47-42;VARIANT_B;26311959166
328;08-04-2019 18-48-09;VARIANT_B;26404884648
329;08-04-2019 18-48-35;VARIANT_B;26308948016
330;08-04-2019 18-49-03;VARIANT_B;27532922242
331;08-04-2019 18-49-29;VARIANT_B;26286930185
332;08-04-2019 18-49-56;VARIANT_B;26298249955
333;08-04-2019 18-50-22;VARIANT_B;26363811622
334;08-04-2019 18-50-49;VARIANT_B;26317444694
335;08-04-2019 18-51-15;VARIANT_B;26312251585
336;08-04-2019 18-51-41;VARIANT_B;26290806854
337;08-04-2019 18-52-08;VARIANT_B;26301765650
338;08-04-2019 18-52-34;VARIANT_B;26401248733
339;08-04-2019 18-53-01;VARIANT_B;26366064057
340;08-04-2019 18-53-27;VARIANT_B;26295629784
341;08-04-2019 18-53-54;VARIANT_B;26285924963
342;08-04-2019 18-54-20;VARIANT_B;26288896766
343;08-04-2019 18-54-46;VARIANT_B;26286690449
344;08-04-2019 18-55-13;VARIANT_B;26302721414
345;08-04-2019 18-55-39;VARIANT_B;26299821176
346;08-04-2019 18-56-05;VARIANT_B;26299116334
347;08-04-2019 18-56-32;VARIANT_B;26294096624
348;08-04-2019 18-56-58;VARIANT_B;26281042872
349;08-04-2019 18-57-25;VARIANT_B;26346033024
350;08-04-2019 18-57-51;VARIANT_B;26310394929
351;08-04-2019 18-58-18;VARIANT_B;26304549741
352;08-04-2019 18-58-44;VARIANT_B;26278318435
353;08-04-2019 18-59-10;VARIANT_B;26318657864
354;08-04-2019 18-59-37;VARIANT_B;26292729107
355;08-04-2019 19-00-03;VARIANT_B;26350336997
356;08-04-2019 19-00-30;VARIANT_B;26294413090
357;08-04-2019 19-00-56;VARIANT_B;26283635003
358;08-04-2019 19-01-22;VARIANT_B;26338550691
359;08-04-2019 19-01-49;VARIANT_B;26294555488
360;08-04-2019 19-02-15;VARIANT_B;26296376620
361;08-04-2019 19-02-42;VARIANT_B;26349347386
362;08-04-2019 19-03-08;VARIANT_B;26312845053
363;08-04-2019 19-03-34;VARIANT_B;26379978809
364;08-04-2019 19-04-01;VARIANT_B;26344366577
365;08-04-2019 19-04-27;VARIANT_B;26327518735
366;08-04-2019 19-04-56;VARIANT_B;28799803983
367;08-04-2019 19-05-23;VARIANT_B;26388959117
368;08-04-2019 19-05-49;VARIANT_B;26328304316
369;08-04-2019 19-06-16;VARIANT_B;26366531457
370;08-04-2019 19-06-42;VARIANT_B;26336728590
371;08-04-2019 19-07-09;VARIANT_B;26327404082
372;08-04-2019 19-07-35;VARIANT_B;26701145483
373;08-04-2019 19-08-02;VARIANT_B;26441903132
374;08-04-2019 19-08-28;VARIANT_B;26397085731
375;08-04-2019 19-08-55;VARIANT_B;26334376434
376;08-04-2019 19-09-21;VARIANT_B;26431625662
377;08-04-2019 19-09-48;VARIANT_B;26367652299
378;08-04-2019 19-10-14;VARIANT_B;26330950721
379;08-04-2019 19-10-41;VARIANT_B;26336889443
380;08-04-2019 19-11-07;VARIANT_B;26381349797
381;08-04-2019 19-11-34;VARIANT_B;26339336210
382;08-04-2019 19-12-00;VARIANT_B;26340692703
383;08-04-2019 19-12-27;VARIANT_B;26378608036
384;08-04-2019 19-12-53;VARIANT_B;26384358511
385;08-04-2019 19-13-20;VARIANT_B;26318974352
386;08-04-2019 19-13-46;VARIANT_B;26326084069
387;08-04-2019 19-14-12;VARIANT_B;26318595782
388;08-04-2019 19-14-39;VARIANT_B;26376768808
389;08-04-2019 19-15-05;VARIANT_B;26394537773
390;08-04-2019 19-15-32;VARIANT_B;26305657214
391;08-04-2019 19-15-58;VARIANT_B;26387302547
392;08-04-2019 19-16-25;VARIANT_B;26362017598
393;08-04-2019 19-16-51;VARIANT_B;26312651747
394;08-04-2019 19-17-18;VARIANT_B;26335051168
395;08-04-2019 19-17-48;VARIANT_B;30342870205
396;08-04-2019 19-18-15;VARIANT_B;26318604004
397;08-04-2019 19-18-41;VARIANT_B;26376445157
398;08-04-2019 19-19-07;VARIANT_B;26331481001
399;08-04-2019 19-19-34;VARIANT_B;26441434950
400;08-04-2019 19-20-00;VARIANT_B;26305782069
401;08-04-2019 19-20-27;VARIANT_B;26420113738
402;08-04-2019 19-20-54;VARIANT_B;26419191381
403;08-04-2019 19-21-20;VARIANT_B;26301191282
404;08-04-2019 19-21-46;VARIANT_B;26388685338
405;08-04-2019 19-22-13;VARIANT_B;26299705886
406;08-04-2019 19-22-39;VARIANT_B;26343772504
407;08-04-2019 19-23-06;VARIANT_B;26323405068
408;08-04-2019 19-23-32;VARIANT_B;26300664622
409;08-04-2019 19-23-59;VARIANT_B;26305270306
410;08-04-2019 19-24-25;VARIANT_B;26294709378
411;08-04-2019 19-24-51;VARIANT_B;26358291259
412;08-04-2019 19-25-18;VARIANT_B;26313892562
413;08-04-2019 19-25-44;VARIANT_B;26286626329
414;08-04-2019 19-26-11;VARIANT_B;26366942460
415;08-04-2019 19-26-37;VARIANT_B;26304162939
416;08-04-2019 19-27-04;VARIANT_B;26394741867
417;08-04-2019 19-27-30;VARIANT_B;26330625540
418;08-04-2019 19-27-56;VARIANT_B;26304612294
419;08-04-2019 19-28-23;VARIANT_B;26305308460
420;08-04-2019 19-28-49;VARIANT_B;26277668246
421;08-04-2019 19-29-16;VARIANT_B;26332358636
422;08-04-2019 19-29-42;VARIANT_B;26368489172
423;08-04-2019 19-30-09;VARIANT_B;26302555908
424;08-04-2019 19-30-35;VARIANT_B;26289471995
425;08-04-2019 19-31-01;VARIANT_B;26282338652
426;08-04-2019 19-31-28;VARIANT_B;26290103865
427;08-04-2019 19-31-54;VARIANT_B;26322930052
428;08-04-2019 19-32-21;VARIANT_B;26319018962
429;08-04-2019 19-32-47;VARIANT_B;26296468918
430;08-04-2019 19-33-13;VARIANT_B;26276484705
431;08-04-2019 19-33-40;VARIANT_B;26291032734
432;08-04-2019 19-34-06;VARIANT_B;26286027680
433;08-04-2019 19-34-33;VARIANT_B;26379648862
434;08-04-2019 19-35-01;VARIANT_B;28044601063
435;08-04-2019 19-35-27;VARIANT_B;26289585525
436;08-04-2019 19-35-54;VARIANT_B;26291824929
437;08-04-2019 19-36-20;VARIANT_B;26287618789
438;08-04-2019 19-36-46;VARIANT_B;26299772916
