Run_Nr;TimeStamp;Multiplication_Variant;Timestamp
0;05-04-2019 18-34-01;VARIANT_B;42240102040
1;05-04-2019 18-34-44;VARIANT_B;42448144959
2;05-04-2019 18-35-25;VARIANT_B;41565165711
3;05-04-2019 18-36-07;VARIANT_B;41587898750
4;05-04-2019 18-36-53;VARIANT_B;45819791653
5;05-04-2019 18-37-37;VARIANT_B;44336536185
6;05-04-2019 18-38-20;VARIANT_B;42144663958
7;05-04-2019 18-39-03;VARIANT_B;42738048293
8;05-04-2019 18-39-46;VARIANT_B;43360645719
9;05-04-2019 18-40-28;VARIANT_B;42118782033
10;05-04-2019 18-41-10;VARIANT_B;41657343216
11;05-04-2019 18-41-55;VARIANT_B;44668688600
12;05-04-2019 18-42-39;VARIANT_B;44209505536
13;05-04-2019 18-43-24;VARIANT_B;44031040616
14;05-04-2019 18-44-09;VARIANT_B;45129752220
15;05-04-2019 18-44-55;VARIANT_B;45840474009
16;05-04-2019 18-45-42;VARIANT_B;46776805191
17;05-04-2019 18-46-29;VARIANT_B;47105235265
18;05-04-2019 18-47-13;VARIANT_B;43971007743
19;05-04-2019 18-47-57;VARIANT_B;44122092902
20;05-04-2019 18-48-42;VARIANT_B;44164703413
21;05-04-2019 18-49-29;VARIANT_B;46990609739
22;05-04-2019 18-50-13;VARIANT_B;44322891671
23;05-04-2019 18-50-59;VARIANT_B;45863099701
24;05-04-2019 18-51-44;VARIANT_B;44097887437
25;05-04-2019 18-52-28;VARIANT_B;44078894828
26;05-04-2019 18-53-18;VARIANT_B;50133541575
27;05-04-2019 18-54-03;VARIANT_B;44221712534
28;05-04-2019 18-54-51;VARIANT_B;48011771778
29;05-04-2019 18-55-37;VARIANT_B;46636657417
30;05-04-2019 18-56-22;VARIANT_B;44481080411
31;05-04-2019 18-57-07;VARIANT_B;44898232770
32;05-04-2019 18-57-52;VARIANT_B;44703035720
33;05-04-2019 18-58-37;VARIANT_B;44498685244
34;05-04-2019 18-59-21;VARIANT_B;44176870103
35;05-04-2019 19-00-06;VARIANT_B;44443371971
36;05-04-2019 19-00-50;VARIANT_B;44488367499
37;05-04-2019 19-01-35;VARIANT_B;44568513723
38;05-04-2019 19-02-19;VARIANT_B;44319680635
39;05-04-2019 19-03-04;VARIANT_B;44499959705
40;05-04-2019 19-03-50;VARIANT_B;45818216105
41;05-04-2019 19-04-36;VARIANT_B;45546172273
42;05-04-2019 19-05-26;VARIANT_B;49871266000
43;05-04-2019 19-06-11;VARIANT_B;45665224878
44;05-04-2019 19-06-58;VARIANT_B;46344070310
45;05-04-2019 19-07-43;VARIANT_B;44947084000
46;05-04-2019 19-08-28;VARIANT_B;44996489560
47;05-04-2019 19-09-13;VARIANT_B;45096772195
48;05-04-2019 19-09-58;VARIANT_B;44723220084
49;05-04-2019 19-10-47;VARIANT_B;48328966667
50;05-04-2019 19-11-32;VARIANT_B;45028641518
51;05-04-2019 19-12-20;VARIANT_B;48034522680
52;05-04-2019 19-13-05;VARIANT_B;45010818671
53;05-04-2019 19-13-51;VARIANT_B;46060635792
54;05-04-2019 19-14-38;VARIANT_B;46330886499
55;05-04-2019 19-15-26;VARIANT_B;47994363463
56;05-04-2019 19-16-12;VARIANT_B;45333345133
57;05-04-2019 19-16-57;VARIANT_B;44952361234
58;05-04-2019 19-17-42;VARIANT_B;45050173454
59;05-04-2019 19-18-27;VARIANT_B;44874504654
60;05-04-2019 19-19-12;VARIANT_B;44954348599
61;05-04-2019 19-19-57;VARIANT_B;45001409046
62;05-04-2019 19-20-42;VARIANT_B;44680231760
63;05-04-2019 19-21-31;VARIANT_B;49235014601
64;05-04-2019 19-22-16;VARIANT_B;44969589184
65;05-04-2019 19-23-01;VARIANT_B;44764118704
66;05-04-2019 19-23-46;VARIANT_B;44762805768
67;05-04-2019 19-24-31;VARIANT_B;44390897046
68;05-04-2019 19-25-16;VARIANT_B;44804353048
69;05-04-2019 19-26-01;VARIANT_B;44743025139
70;05-04-2019 19-26-46;VARIANT_B;45324518862
71;05-04-2019 19-27-34;VARIANT_B;48261274073
72;05-04-2019 19-28-19;VARIANT_B;44800733118
73;05-04-2019 19-29-04;VARIANT_B;44887821135
74;05-04-2019 19-29-49;VARIANT_B;44424932298
75;05-04-2019 19-30-34;VARIANT_B;44668532100
76;05-04-2019 19-31-19;VARIANT_B;44621803756
77;05-04-2019 19-32-03;VARIANT_B;44541905910
78;05-04-2019 19-32-48;VARIANT_B;44491204167
79;05-04-2019 19-33-34;VARIANT_B;45743101892
80;05-04-2019 19-34-19;VARIANT_B;44701346591
81;05-04-2019 19-35-06;VARIANT_B;47192579433
82;05-04-2019 19-35-51;VARIANT_B;44800512858
83;05-04-2019 19-36-37;VARIANT_B;45908950404
84;05-04-2019 19-37-22;VARIANT_B;44852611300
85;05-04-2019 19-38-06;VARIANT_B;43832886973
86;05-04-2019 19-38-50;VARIANT_B;44396166040
87;05-04-2019 19-39-35;VARIANT_B;44141001505
